1002,ASOC Sustainability Fund
1182,Hawaii Club
543,Alpha Chi Sigma
1439,Jewish Student Union
1360,Korean American Student Association (KASA)
407,Bike Share
175,Alpha Chi Sigma
1123,Biology Club
1358,Foodies of Oxy [FOXY]
1457,Active Minds
1279,Music Club
644,Music Club
574,ASOC Sustainability Fund
890,Law Society
1300,Engineering Club
1381,ASOC Finance
120,International Students Organization
1258,Kappa Alpha Theta
55,Challah for Hunger
54,Alpha Chi Sigma
884,Jewish Student Union
1407,African Student Association (AFSA)
543,Boundless Brilliance
972,Chinese Culture Club
249,Dream Corps at Occidental College
557,Boundless Brilliance
406,Greek Council
1095,Active Minds
334,Hawaii Club
986,Chinese Culture Club
1438,ASOC Senate
1260,ASOC DEB
618,Armenian Students Association
96,Boundless Brilliance
1224,Caring Adolescents Reaching the Elderly (CARE)
139,ASOC Sustainability Fund
1131,Bike Share
1085,Caring Adolescents Reaching the Elderly (CARE)
365,Neuroleague
1143,ASOC Senate
998,Greek Council
252,Chinese Culture Club
724,Caring Adolescents Reaching the Elderly (CARE)
323,Dream Corps at Occidental College
1497,ASOC Sustainability Fund
187,Korean American Student Association (KASA)
1335,Law Society
748,Active Minds
769,Black Student Alliance (BSA)
296,Alpha Chi Sigma
420,Korean American Student Association (KASA)
55,Korean American Student Association (KASA)
183,International Students Organization
748,Jewish Student Union
342,Greek Council
1047,Foodies of Oxy [FOXY]
140,Music Club
615,ASOC Senate
1133,Japanese Cultural Organization (JCO)
825,Hawaii Club
656,Economics Students Association
1211,Law Society
1072,ASOC Honor Board
679,Alpha Lambda Phi Alpha
351,Delta Omicron Tau
958,ASOC DEB
424,ASOC Finance
831,Boundless Brilliance
826,Film Club
778,ASOC Honor Board
1406,ASOC Sustainability Fund
1183,ASOC Sustainability Fund
1175,Dream Corps at Occidental College
723,Biology Club
1412,Biology Club
50,Korean American Student Association (KASA)
148,Black Student Alliance (BSA)
214,AATP - Asian American Tutorial Project
130,ASOC Finance
158,ASOC Honor Board
688,Japanese Cultural Organization (JCO)
922,Alpha Lambda Phi Alpha
1019,Boundless Brilliance
1111,Biology Club
1081,ASOC DEB
1131,Hawaii Club
1387,African Student Association (AFSA)
851,Alpha Chi Sigma
387,Dream Corps at Occidental College
1267,Biology Club
238,Boundless Brilliance
1092,ASOC Finance
440,Alpha Chi Sigma
113,ASOC Honor Board
218,Caring Adolescents Reaching the Elderly (CARE)
774,Armenian Students Association
848,Alpha Chi Sigma
729,AATP - Asian American Tutorial Project
692,Neuroleague
1237,ASOC Finance
1165,ASOC Senate
1105,Neuroleague
987,ASOC DEB
1218,Neuroleague
1357,Jewish Student Union
1359,Dream Corps at Occidental College
1099,Greek Council
955,Chinese Culture Club
180,AATP - Asian American Tutorial Project
964,Economics Students Association
1491,Hawaii Club
1354,ASOC Honor Board
205,Challah for Hunger
847,Hawaii Club
836,Hawaii Club
940,Dream Corps at Occidental College
1356,Biology Club
637,ASOC Senate
391,Engineering Club
495,Alpha Lambda Phi Alpha
1118,ASOC Senate
1042,Boundless Brilliance
1218,International Students Organization
556,ASOC Honor Board
645,Delta Omicron Tau
180,Foodies of Oxy [FOXY]
216,Engineering Club
2,Delta Omicron Tau
1328,AATP - Asian American Tutorial Project
601,Alpha Chi Sigma
241,Japanese Cultural Organization (JCO)
502,ASOC Senate
237,Economics Students Association
555,Bike Share
1116,Neuroleague
1126,Chinese Culture Club
1346,Law Society
853,Bike Share
1260,Music Club
924,Alpha Chi Sigma
1167,Armenian Students Association
296,Film Club
1486,ASOC Finance
461,Chinese Culture Club
794,Neuroleague
1459,ASOC DEB
1105,Foodies of Oxy [FOXY]
1456,ASOC Senate
864,Black Student Alliance (BSA)
688,ASOC DEB
704,Boundless Brilliance
423,ASOC Honor Board
529,ASOC Honor Board
83,Dream Corps at Occidental College
779,Biology Club
927,Boundless Brilliance
42,Delta Omicron Tau
1135,Alpha Chi Sigma
244,International Students Organization
354,Delta Omicron Tau
344,Greek Council
1011,Active Minds
463,ASOC Sustainability Fund
471,Film Club
829,Greek Council
1131,ASOC Honor Board
364,ASOC Honor Board
1248,Film Club
1060,Korean American Student Association (KASA)
247,Hawaii Club
399,ASOC Finance
612,Caring Adolescents Reaching the Elderly (CARE)
932,Biology Club
773,ASOC Finance
1353,Delta Omicron Tau
599,Greek Council
1067,ASOC Senate
1027,Japanese Cultural Organization (JCO)
442,Alpha Lambda Phi Alpha
1408,Law Society
1033,Music Club
676,Dream Corps at Occidental College
250,International Students Organization
1002,African Student Association (AFSA)
741,Armenian Students Association
216,Neuroleague
1123,Challah for Hunger
407,Dream Corps at Occidental College
933,AATP - Asian American Tutorial Project
704,Neuroleague
138,Dream Corps at Occidental College
311,Armenian Students Association
649,Film Club
130,Jewish Student Union
120,Film Club
1009,Engineering Club
432,Music Club
607,Foodies of Oxy [FOXY]
1270,Japanese Cultural Organization (JCO)
681,Neuroleague
589,Law Society
1039,ASOC Honor Board
957,Active Minds
59,Kappa Alpha Theta
839,Neuroleague
1292,Engineering Club
528,Engineering Club
320,Japanese Cultural Organization (JCO)
887,Chinese Culture Club
1417,Delta Omicron Tau
242,Kappa Alpha Theta
973,Alpha Lambda Phi Alpha
1357,Law Society
921,Film Club
786,Economics Students Association
1117,ASOC Finance
748,Foodies of Oxy [FOXY]
217,Engineering Club
695,AATP - Asian American Tutorial Project
1422,Bike Share
1021,Neuroleague
469,Chinese Culture Club
449,Dream Corps at Occidental College
789,Law Society
238,AATP - Asian American Tutorial Project
816,Music Club
127,Chinese Culture Club
204,African Student Association (AFSA)
1072,ASOC Sustainability Fund
301,ASOC Sustainability Fund
335,African Student Association (AFSA)
523,Bike Share
503,Challah for Hunger
948,Armenian Students Association
863,ASOC Sustainability Fund
127,Law Society
321,Alpha Chi Sigma
1358,AATP - Asian American Tutorial Project
1477,African Student Association (AFSA)
63,Caring Adolescents Reaching the Elderly (CARE)
254,ASOC Senate
709,ASOC Finance
1153,Korean American Student Association (KASA)
1071,Active Minds
1270,ASOC Senate
351,Kappa Alpha Theta
372,ASOC DEB
912,ASOC DEB
1103,Foodies of Oxy [FOXY]
563,Hawaii Club
1184,African Student Association (AFSA)
1019,International Students Organization
84,Alpha Lambda Phi Alpha
1391,ASOC Sustainability Fund
125,ASOC Sustainability Fund
792,Law Society
1487,Bike Share
620,ASOC Sustainability Fund
493,Dream Corps at Occidental College
81,ASOC Honor Board
1353,ASOC Honor Board
889,Kappa Alpha Theta
1276,Film Club
1352,AATP - Asian American Tutorial Project
1403,International Students Organization
1399,Black Student Alliance (BSA)
1496,Delta Omicron Tau
289,Biology Club
90,Jewish Student Union
143,Neuroleague
471,Engineering Club
1163,Neuroleague
578,ASOC Senate
1462,Armenian Students Association
1284,Music Club
1123,African Student Association (AFSA)
109,Armenian Students Association
231,Korean American Student Association (KASA)
329,Korean American Student Association (KASA)
318,Film Club
1411,International Students Organization
425,African Student Association (AFSA)
1167,Neuroleague
200,Alpha Chi Sigma
1174,Challah for Hunger
828,Japanese Cultural Organization (JCO)
874,Armenian Students Association
1029,Jewish Student Union
181,ASOC DEB
896,Chinese Culture Club
743,Neuroleague
291,Economics Students Association
313,Biology Club
994,Economics Students Association
755,Neuroleague
44,Armenian Students Association
1127,Challah for Hunger
538,Foodies of Oxy [FOXY]
386,African Student Association (AFSA)
1406,Caring Adolescents Reaching the Elderly (CARE)
1447,Black Student Alliance (BSA)
613,Engineering Club
952,Armenian Students Association
631,AATP - Asian American Tutorial Project
749,Music Club
67,Kappa Alpha Theta
908,Biology Club
296,AATP - Asian American Tutorial Project
518,African Student Association (AFSA)
1046,Japanese Cultural Organization (JCO)
1143,Jewish Student Union
1491,ASOC Honor Board
327,Active Minds
1240,ASOC Honor Board
1404,Alpha Lambda Phi Alpha
1295,Film Club
435,Greek Council
105,Chinese Culture Club
1164,ASOC Finance
706,Dream Corps at Occidental College
267,Engineering Club
249,Chinese Culture Club
1118,Alpha Lambda Phi Alpha
1479,Foodies of Oxy [FOXY]
568,Economics Students Association
1198,Japanese Cultural Organization (JCO)
1013,Challah for Hunger
8,African Student Association (AFSA)
386,Music Club
1454,Chinese Culture Club
1174,ASOC Sustainability Fund
1490,Armenian Students Association
55,Alpha Lambda Phi Alpha
409,Neuroleague
596,ASOC Senate
1360,Biology Club
778,International Students Organization
1358,Dream Corps at Occidental College
439,ASOC Sustainability Fund
929,Foodies of Oxy [FOXY]
765,Alpha Chi Sigma
864,Engineering Club
673,ASOC Senate
1176,Active Minds
82,Active Minds
127,Delta Omicron Tau
739,Biology Club
335,Alpha Lambda Phi Alpha
1469,Armenian Students Association
438,Boundless Brilliance
106,ASOC Finance
1088,Foodies of Oxy [FOXY]
63,Active Minds
777,Neuroleague
243,Economics Students Association
990,Neuroleague
605,Delta Omicron Tau
915,African Student Association (AFSA)
469,Boundless Brilliance
1240,Korean American Student Association (KASA)
233,Alpha Chi Sigma
215,Boundless Brilliance
1320,Kappa Alpha Theta
1099,Film Club
584,Korean American Student Association (KASA)
45,Hawaii Club
498,Dream Corps at Occidental College
423,Challah for Hunger
628,International Students Organization
876,Greek Council
826,Alpha Lambda Phi Alpha
1343,Dream Corps at Occidental College
1222,Greek Council
1277,Greek Council
617,Alpha Lambda Phi Alpha
1153,Greek Council
245,ASOC Honor Board
435,Neuroleague
366,Film Club
1015,Engineering Club
459,Dream Corps at Occidental College
276,Music Club
842,ASOC Honor Board
1219,ASOC Sustainability Fund
1035,Neuroleague
1270,Caring Adolescents Reaching the Elderly (CARE)
631,Boundless Brilliance
463,Film Club
1358,Caring Adolescents Reaching the Elderly (CARE)
271,Foodies of Oxy [FOXY]
499,ASOC Honor Board
233,Challah for Hunger
1310,Japanese Cultural Organization (JCO)
698,Kappa Alpha Theta
380,Boundless Brilliance
469,Foodies of Oxy [FOXY]
733,Engineering Club
330,Greek Council
1301,ASOC Finance
1463,Bike Share
978,Japanese Cultural Organization (JCO)
839,Boundless Brilliance
828,Neuroleague
605,ASOC DEB
1123,Neuroleague
1307,Alpha Lambda Phi Alpha
546,Boundless Brilliance
1325,African Student Association (AFSA)
281,AATP - Asian American Tutorial Project
1481,ASOC Sustainability Fund
856,Active Minds
901,Alpha Lambda Phi Alpha
942,Delta Omicron Tau
111,Chinese Culture Club
749,Film Club
1208,Engineering Club
952,Engineering Club
962,Kappa Alpha Theta
930,ASOC Honor Board
874,ASOC Sustainability Fund
666,ASOC Sustainability Fund
1143,Active Minds
331,ASOC Sustainability Fund
798,Dream Corps at Occidental College
329,Engineering Club
1256,Black Student Alliance (BSA)
861,AATP - Asian American Tutorial Project
965,Alpha Chi Sigma
326,African Student Association (AFSA)
3,Alpha Lambda Phi Alpha
588,African Student Association (AFSA)
641,Engineering Club
816,Neuroleague
550,Black Student Alliance (BSA)
995,Alpha Chi Sigma
22,Law Society
195,Foodies of Oxy [FOXY]
72,Engineering Club
1471,Boundless Brilliance
1047,Boundless Brilliance
52,Dream Corps at Occidental College
294,Active Minds
1463,ASOC Honor Board
916,Boundless Brilliance
381,Greek Council
750,ASOC Sustainability Fund
1339,Bike Share
400,Greek Council
727,Biology Club
503,Black Student Alliance (BSA)
1233,Delta Omicron Tau
1024,Neuroleague
1372,Active Minds
1393,ASOC Senate
472,Delta Omicron Tau
698,Armenian Students Association
1337,Alpha Lambda Phi Alpha
1057,Challah for Hunger
95,Jewish Student Union
950,Armenian Students Association
886,Caring Adolescents Reaching the Elderly (CARE)
1180,Music Club
1338,ASOC Finance
60,Challah for Hunger
463,ASOC Finance
1259,ASOC Honor Board
776,Armenian Students Association
1380,ASOC Honor Board
298,ASOC Senate
856,Biology Club
438,ASOC Honor Board
927,Dream Corps at Occidental College
1272,ASOC Honor Board
506,Armenian Students Association
784,Bike Share
872,Music Club
640,African Student Association (AFSA)
593,Korean American Student Association (KASA)
1030,Black Student Alliance (BSA)
1120,Japanese Cultural Organization (JCO)
538,Biology Club
123,Dream Corps at Occidental College
323,ASOC Finance
20,ASOC Sustainability Fund
1365,African Student Association (AFSA)
1290,Music Club
957,Jewish Student Union
245,International Students Organization
1223,Hawaii Club
652,African Student Association (AFSA)
1134,Neuroleague
968,AATP - Asian American Tutorial Project
622,International Students Organization
413,Neuroleague
241,Greek Council
1282,Alpha Chi Sigma
220,Neuroleague
1343,Chinese Culture Club
302,Active Minds
1089,Chinese Culture Club
141,Kappa Alpha Theta
305,Korean American Student Association (KASA)
1412,Boundless Brilliance
156,Alpha Lambda Phi Alpha
839,Japanese Cultural Organization (JCO)
243,Black Student Alliance (BSA)
1378,ASOC DEB
1289,International Students Organization
693,Neuroleague
282,Economics Students Association
1273,Boundless Brilliance
174,Greek Council
278,Alpha Lambda Phi Alpha
1155,ASOC Sustainability Fund
662,ASOC Sustainability Fund
79,Delta Omicron Tau
1023,ASOC Senate
251,Jewish Student Union
34,Active Minds
1122,Foodies of Oxy [FOXY]
444,Boundless Brilliance
1143,Economics Students Association
148,ASOC Sustainability Fund
163,ASOC DEB
1023,International Students Organization
635,Active Minds
483,Japanese Cultural Organization (JCO)
2,Armenian Students Association
1451,Economics Students Association
484,Alpha Lambda Phi Alpha
1451,Foodies of Oxy [FOXY]
46,Alpha Chi Sigma
1052,Black Student Alliance (BSA)
1470,AATP - Asian American Tutorial Project
1030,Foodies of Oxy [FOXY]
805,Bike Share
89,Engineering Club
355,Neuroleague
81,Law Society
892,Economics Students Association
917,Armenian Students Association
1437,African Student Association (AFSA)
397,Biology Club
731,Jewish Student Union
84,Law Society
91,Economics Students Association
1233,Engineering Club
1420,Chinese Culture Club
783,Armenian Students Association
475,Jewish Student Union
184,Hawaii Club
47,ASOC Honor Board
186,Black Student Alliance (BSA)
1302,ASOC Honor Board
1073,Delta Omicron Tau
961,Delta Omicron Tau
1386,ASOC Senate
1100,Alpha Chi Sigma
468,Neuroleague
963,ASOC Senate
885,Korean American Student Association (KASA)
553,Engineering Club
667,Bike Share
187,Japanese Cultural Organization (JCO)
729,Delta Omicron Tau
1149,Bike Share
951,Caring Adolescents Reaching the Elderly (CARE)
1113,Hawaii Club
182,ASOC Senate
668,Foodies of Oxy [FOXY]
861,ASOC Senate
310,Active Minds
1207,Kappa Alpha Theta
438,Dream Corps at Occidental College
689,Film Club
147,Korean American Student Association (KASA)
706,ASOC Senate
1354,International Students Organization
409,Armenian Students Association
914,Alpha Lambda Phi Alpha
570,Korean American Student Association (KASA)
397,Dream Corps at Occidental College
67,Active Minds
28,Alpha Chi Sigma
1140,Challah for Hunger
1033,ASOC DEB
1450,Neuroleague
463,Japanese Cultural Organization (JCO)
1393,Active Minds
836,Jewish Student Union
477,Kappa Alpha Theta
1341,Challah for Hunger
1392,Caring Adolescents Reaching the Elderly (CARE)
368,Delta Omicron Tau
697,Jewish Student Union
571,Challah for Hunger
468,Delta Omicron Tau
746,ASOC Senate
1318,Jewish Student Union
954,Jewish Student Union
307,AATP - Asian American Tutorial Project
662,Japanese Cultural Organization (JCO)
197,Dream Corps at Occidental College
102,Korean American Student Association (KASA)
462,ASOC DEB
645,Music Club
1465,ASOC Honor Board
901,Caring Adolescents Reaching the Elderly (CARE)
512,ASOC Finance
1057,Bike Share
1449,Biology Club
1073,Korean American Student Association (KASA)
1360,Hawaii Club
108,Neuroleague
805,Boundless Brilliance
870,Chinese Culture Club
296,ASOC Honor Board
60,ASOC DEB
1500,Black Student Alliance (BSA)
1322,Dream Corps at Occidental College
605,ASOC Finance
334,Alpha Chi Sigma
1486,Foodies of Oxy [FOXY]
1086,Caring Adolescents Reaching the Elderly (CARE)
209,ASOC DEB
689,Alpha Lambda Phi Alpha
1389,ASOC DEB
371,Greek Council
527,Armenian Students Association
501,African Student Association (AFSA)
97,Alpha Chi Sigma
533,Alpha Chi Sigma
595,Hawaii Club
239,Music Club
807,AATP - Asian American Tutorial Project
1261,Music Club
469,Kappa Alpha Theta
1270,Foodies of Oxy [FOXY]
441,Greek Council
1471,African Student Association (AFSA)
309,Foodies of Oxy [FOXY]
1465,Caring Adolescents Reaching the Elderly (CARE)
837,ASOC Honor Board
515,Greek Council
896,Boundless Brilliance
1114,Chinese Culture Club
201,Neuroleague
962,Alpha Lambda Phi Alpha
1150,Armenian Students Association
1317,Kappa Alpha Theta
1244,Dream Corps at Occidental College
772,AATP - Asian American Tutorial Project
639,Film Club
7,Black Student Alliance (BSA)
14,Delta Omicron Tau
238,Greek Council
1318,Hawaii Club
266,Challah for Hunger
27,Active Minds
1178,Engineering Club
1016,AATP - Asian American Tutorial Project
714,Neuroleague
1458,ASOC DEB
1268,Boundless Brilliance
969,Music Club
76,AATP - Asian American Tutorial Project
136,Japanese Cultural Organization (JCO)
1302,Boundless Brilliance
340,Boundless Brilliance
616,Korean American Student Association (KASA)
719,ASOC Honor Board
703,Engineering Club
96,Armenian Students Association
254,African Student Association (AFSA)
333,Alpha Chi Sigma
1374,Korean American Student Association (KASA)
1409,Active Minds
1070,Caring Adolescents Reaching the Elderly (CARE)
38,Jewish Student Union
122,AATP - Asian American Tutorial Project
1298,Foodies of Oxy [FOXY]
359,Kappa Alpha Theta
1492,Dream Corps at Occidental College
602,Biology Club
1342,Korean American Student Association (KASA)
1457,Music Club
1427,Caring Adolescents Reaching the Elderly (CARE)
497,Alpha Lambda Phi Alpha
1319,Japanese Cultural Organization (JCO)
685,Neuroleague
663,Neuroleague
553,AATP - Asian American Tutorial Project
1000,Kappa Alpha Theta
751,African Student Association (AFSA)
1496,Law Society
432,Japanese Cultural Organization (JCO)
525,Engineering Club
1476,African Student Association (AFSA)
440,ASOC Sustainability Fund
975,Music Club
586,Delta Omicron Tau
158,Foodies of Oxy [FOXY]
670,Jewish Student Union
224,Black Student Alliance (BSA)
732,ASOC Honor Board
227,ASOC Finance
995,Challah for Hunger
578,Kappa Alpha Theta
554,ASOC Honor Board
49,Dream Corps at Occidental College
137,Law Society
1271,Alpha Lambda Phi Alpha
1453,Biology Club
351,Caring Adolescents Reaching the Elderly (CARE)
1030,Film Club
981,ASOC Finance
1003,AATP - Asian American Tutorial Project
804,Hawaii Club
461,Black Student Alliance (BSA)
1018,AATP - Asian American Tutorial Project
716,Japanese Cultural Organization (JCO)
1115,Alpha Lambda Phi Alpha
1414,Chinese Culture Club
1252,Foodies of Oxy [FOXY]
591,ASOC DEB
268,Biology Club
429,Hawaii Club
983,ASOC Sustainability Fund
378,Hawaii Club
1191,Kappa Alpha Theta
1267,Hawaii Club
456,Armenian Students Association
897,Greek Council
1115,Neuroleague
564,AATP - Asian American Tutorial Project
1425,Alpha Lambda Phi Alpha
1037,Law Society
575,Active Minds
666,Greek Council
950,ASOC DEB
1318,African Student Association (AFSA)
951,Dream Corps at Occidental College
143,ASOC DEB
1325,Kappa Alpha Theta
777,Bike Share
43,Film Club
70,Foodies of Oxy [FOXY]
1068,Active Minds
819,ASOC Senate
187,Bike Share
104,Armenian Students Association
799,Kappa Alpha Theta
1383,Alpha Chi Sigma
597,Kappa Alpha Theta
1335,Japanese Cultural Organization (JCO)
706,Bike Share
35,ASOC Senate
645,Economics Students Association
1393,Greek Council
525,Film Club
649,ASOC Sustainability Fund
3,Hawaii Club
847,International Students Organization
1162,Greek Council
287,Greek Council
951,Biology Club
387,African Student Association (AFSA)
886,Law Society
1027,ASOC DEB
1342,Alpha Lambda Phi Alpha
1087,Hawaii Club
321,Economics Students Association
1300,Greek Council
1061,African Student Association (AFSA)
1454,Active Minds
404,African Student Association (AFSA)
1091,Caring Adolescents Reaching the Elderly (CARE)
584,Active Minds
1393,International Students Organization
151,Music Club
912,Korean American Student Association (KASA)
728,AATP - Asian American Tutorial Project
780,African Student Association (AFSA)
830,Greek Council
893,Hawaii Club
1500,Japanese Cultural Organization (JCO)
1169,ASOC Honor Board
968,Film Club
242,Engineering Club
267,Economics Students Association
1444,Active Minds
778,ASOC Finance
500,Boundless Brilliance
238,Delta Omicron Tau
877,Law Society
797,Music Club
775,Dream Corps at Occidental College
1083,ASOC DEB
1072,Alpha Chi Sigma
1188,ASOC Sustainability Fund
1088,ASOC DEB
1150,ASOC Sustainability Fund
280,Boundless Brilliance
391,Active Minds
404,Law Society
566,Kappa Alpha Theta
937,Music Club
405,ASOC Sustainability Fund
1331,Black Student Alliance (BSA)
699,Korean American Student Association (KASA)
531,Hawaii Club
477,ASOC Honor Board
746,Law Society
1368,Chinese Culture Club
999,Bike Share
445,Black Student Alliance (BSA)
518,Alpha Chi Sigma
880,Kappa Alpha Theta
608,Biology Club
566,Korean American Student Association (KASA)
1282,Music Club
1458,Caring Adolescents Reaching the Elderly (CARE)
770,African Student Association (AFSA)
791,Challah for Hunger
606,Alpha Lambda Phi Alpha
500,Film Club
428,Hawaii Club
724,Armenian Students Association
820,Alpha Chi Sigma
153,Bike Share
817,Alpha Chi Sigma
1411,Boundless Brilliance
782,Biology Club
900,Film Club
44,ASOC Senate
467,ASOC Sustainability Fund
46,ASOC Senate
1253,Boundless Brilliance
184,Neuroleague
1145,Black Student Alliance (BSA)
80,Dream Corps at Occidental College
788,Boundless Brilliance
189,Engineering Club
417,ASOC Finance
315,Law Society
249,Jewish Student Union
166,Korean American Student Association (KASA)
291,Film Club
812,Boundless Brilliance
1435,ASOC Senate
1386,Music Club
869,Jewish Student Union
1011,ASOC Honor Board
1253,Caring Adolescents Reaching the Elderly (CARE)
752,Armenian Students Association
978,Chinese Culture Club
891,Film Club
369,International Students Organization
926,African Student Association (AFSA)
382,Biology Club
1161,Challah for Hunger
748,Hawaii Club
1077,Jewish Student Union
68,Caring Adolescents Reaching the Elderly (CARE)
391,Chinese Culture Club
266,Biology Club
11,International Students Organization
439,ASOC Finance
1200,ASOC Finance
519,Chinese Culture Club
633,ASOC Sustainability Fund
1271,Film Club
877,Boundless Brilliance
767,Active Minds
107,ASOC Sustainability Fund
261,Chinese Culture Club
688,Law Society
1304,ASOC Honor Board
654,Boundless Brilliance
561,Biology Club
466,ASOC Honor Board
1192,Alpha Chi Sigma
364,Japanese Cultural Organization (JCO)
435,Boundless Brilliance
352,ASOC Finance
321,Greek Council
982,Hawaii Club
360,ASOC DEB
941,Foodies of Oxy [FOXY]
170,Korean American Student Association (KASA)
238,International Students Organization
478,ASOC DEB
1038,Hawaii Club
937,ASOC DEB
1340,ASOC Senate
754,African Student Association (AFSA)
526,AATP - Asian American Tutorial Project
